27,"[[ 45.5   91.    88.5  ...  40.    97.   154.  ]
 [ 52.5  105.   107.5  ...  50.   120.75 191.5 ]
 [ 59.5  119.   126.5  ...  60.   144.5  229.  ]
 ...
 [ 25.25  50.5   27.75 ... 216.   161.   106.  ]
 [ 18.5   37.    23.   ... 241.   146.    51.  ]
 [  9.25  18.5   11.5  ... 120.5   73.    25.5 ]]",3
28,"[[ 54.   134.5  215.   ... 164.   181.    90.5 ]
 [ 47.5  130.25 213.   ... 167.   150.    75.  ]
 [ 41.   126.   211.   ... 170.   119.    59.5 ]
 ...
 [105.5   93.75  82.   ... 132.5  132.    66.  ]
 [184.   150.   116.   ... 140.5  108.    54.  ]
 [ 92.    75.    58.   ...  70.25  54.    27.  ]]",1
29,"[[125.   113.   101.   ...  74.5   72.5   36.25]
 [250.   226.   202.   ... 149.   145.    72.5 ]
 [225.   163.   101.   ... 130.75 121.    60.5 ]
 ...
 [115.   145.   175.   ... 111.    81.    40.5 ]
 [127.5  139.75 152.   ... 114.   156.5   78.25]
 [140.   134.5  129.   ... 117.   232.   116.  ]]",4
30,"[[  2.     4.    57.25 ...   1.    28.75  56.5 ]
 [  4.     8.   114.5  ...   2.    57.5  113.  ]
 [ 62.75 125.5  128.5  ... 107.5  131.   154.5 ]
 ...
 [116.5  233.   161.   ... 208.   215.   222.  ]
 [ 78.5  157.   112.25 ... 115.5  155.75 196.  ]
 [ 40.5   81.    63.5  ...  23.    96.5  170.  ]]",2
31,"[[108.   170.5  233.   ...  91.    50.    25.  ]
 [161.5  187.   212.5  ...  70.5   52.    26.  ]
 [215.   203.5  192.   ...  50.    54.    27.  ]
 ...
 [139.5   96.5   53.5  ... 183.25 124.    62.  ]
 [ 77.    44.5   12.   ... 181.   122.    61.  ]
 [ 38.5   22.25   6.   ...  90.5   61.    30.5 ]]",1
32,"[[ 25.75  51.5   49.5  ...  65.5   88.5  111.5 ]
 [ 51.5  103.    99.   ... 131.   177.   223.  ]
 [ 64.75 129.5  101.5  ...  93.   121.75 150.5 ]
 ...
 [106.5  213.   228.   ... 110.   115.5  121.  ]
 [110.5  221.   206.75 ... 102.    96.25  90.5 ]
 [114.5  229.   185.5  ...  94.    77.    60.  ]]",2
33,"[[ 31.5   63.    79.5  ...  13.    81.   149.  ]
 [ 51.75 103.5  134.25 ...  72.5   86.25 100.  ]
 [ 72.   144.   189.   ... 132.    91.5   51.  ]
 ...
 [ 62.75 125.5  117.75 ...  94.    65.25  36.5 ]
 [ 87.5  175.   127.5  ...  74.    41.5    9.  ]
 [ 43.75  87.5   63.75 ...  37.    20.75   4.5 ]]",3
34,"[[ 11.    22.    50.25 ...  25.5   13.5    1.5 ]
 [ 22.    44.   100.5  ...  51.    27.     3.  ]
 [ 65.   130.   142.25 ... 107.   111.75 116.5 ]
 ...
 [ 68.   136.    98.   ... 232.   232.   232.  ]
 [ 77.25 154.5  133.25 ... 164.5  183.25 202.  ]
 [ 86.5  173.   168.5  ...  97.   134.5  172.  ]]",2
35,"[[ 10.25  20.5   13.25 ...  88.    58.    28.  ]
 [ 20.5   41.    26.5  ... 176.   116.    56.  ]
 [ 59.25 118.5   76.25 ... 181.   126.5   72.  ]
 ...
 [ 20.5   41.    24.5  ... 140.   181.   222.  ]
 [ 73.25 146.5   90.25 ...  97.   132.25 167.5 ]
 [126.   252.   156.   ...  54.    83.5  113.  ]]",2
36,"[[ 74.    73.25  72.5  ...  71.25 119.    59.5 ]
 [148.   146.5  145.   ... 142.5  238.   119.  ]
 [124.5  100.75  77.   ... 103.   150.    75.  ]
 ...
 [127.    71.    15.   ... 131.   176.    88.  ]
 [171.5  119.75  68.   ... 109.5  132.5   66.25]
 [216.   168.5  121.   ...  88.    89.    44.5 ]]",4
37,"[[204.   191.5  179.   ...  90.     0.     0.  ]
 [115.   107.    99.   ...  87.5   55.5   27.75]
 [ 26.    22.5   19.   ...  85.   111.    55.5 ]
 ...
 [122.   119.5  117.   ... 132.5   33.5   16.75]
 [ 31.    28.    25.   ... 119.5   25.    12.5 ]
 [ 15.5   14.    12.5  ...  59.75  12.5    6.25]]",1
38,"[[ 19.25  38.5   30.25 ...  48.    74.25 100.5 ]
 [ 38.5   77.    60.5  ...  96.   148.5  201.  ]
 [ 58.5  117.    98.5  ...  49.5   92.25 135.  ]
 ...
 [ 26.5   53.   139.   ... 146.   113.    80.  ]
 [ 49.5   99.   120.25 ... 109.   117.5  126.  ]
 [ 72.5  145.   101.5  ...  72.   122.   172.  ]]",2
39,"[[ 33.    66.75 100.5  ...  73.25  62.5   31.25]
 [ 66.   133.5  201.   ... 146.5  125.    62.5 ]
 [111.5  109.   106.5  ... 131.25  64.    32.  ]
 ...
 [207.   227.5  248.   ... 197.5  252.   126.  ]
 [153.   142.25 131.5  ... 177.25 238.   119.  ]
 [ 99.    57.    15.   ... 157.   224.   112.  ]]",4
40,"[[ 21.    42.    72.5  ... 119.    81.    43.  ]
 [ 31.5   63.   108.25 ... 113.5   96.75  80.  ]
 [ 42.    84.   144.   ... 108.   112.5  117.  ]
 ...
 [ 56.   112.   171.   ... 170.5  107.    43.5 ]
 [  7.    14.   113.5  ... 137.   108.    79.  ]
 [  3.5    7.    56.75 ...  68.5   54.    39.5 ]]",3
41,"[[123.   246.   242.5  ... 226.   200.5  175.  ]
 [122.25 244.5  196.25 ... 174.5  144.   113.5 ]
 [121.5  243.   150.   ... 123.    87.5   52.  ]
 ...
 [ 22.25  44.5   70.   ... 185.5  193.5  201.5 ]
 [ 23.    46.    74.5  ... 243.   216.   189.  ]
 [ 11.5   23.    37.25 ... 121.5  108.    94.5 ]]",3
42,"[[181.   183.   185.   ...  36.5   48.    24.  ]
 [113.   125.   137.   ...  37.    41.5   20.75]
 [ 45.    67.    89.   ...  37.5   35.    17.5 ]
 ...
 [ 50.5  102.   153.5  ... 103.   119.    59.5 ]
 [ 30.    56.5   83.   ... 125.5  223.   111.5 ]
 [ 15.    28.25  41.5  ...  62.75 111.5   55.75]]",1
43,"[[ 54.75 109.5   96.75 ... 103.5   60.5   17.5 ]
 [109.5  219.   193.5  ... 207.   121.    35.  ]
 [ 57.25 114.5  107.25 ... 190.   143.25  96.5 ]
 ...
 [ 78.   156.   108.5  ...  66.    83.   100.  ]
 [ 89.25 178.5  165.5  ...  42.5   58.    73.5 ]
 [100.5  201.   222.5  ...  19.    33.    47.  ]]",2
44,"[[ 44.5   89.    88.5  ...  41.5   46.25  51.  ]
 [ 89.   178.   177.   ...  83.    92.5  102.  ]
 [ 77.25 154.5  179.   ...  63.5  119.75 176.  ]
 ...
 [  9.5   19.   119.   ...  97.    95.5   94.  ]
 [ 28.25  56.5  143.75 ... 104.   124.5  145.  ]
 [ 47.    94.   168.5  ... 111.   153.5  196.  ]]",2
45,"[[  8.    16.    67.5  ...   5.    17.5   30.  ]
 [ 50.75 101.5   97.5  ...  52.5   81.   109.5 ]
 [ 93.5  187.   127.5  ... 100.   144.5  189.  ]
 ...
 [ 45.75  91.5   97.   ...  83.   118.5  154.  ]
 [ 22.    44.    57.5  ...  53.   128.   203.  ]
 [ 11.    22.    28.75 ...  26.5   64.   101.5 ]]",3
46,"[[ 14.75  29.5   59.5  ...  10.5   58.25 106.  ]
 [ 29.5   59.   119.   ...  21.   116.5  212.  ]
 [ 36.    72.   109.25 ... 125.5  173.5  221.5 ]
 ...
 [ 53.5  107.    95.5  ...  21.    21.5   22.  ]
 [ 27.25  54.5   76.   ...  73.5   77.25  81.  ]
 [  1.     2.    56.5  ... 126.   133.   140.  ]]",2
47,"[[245.   249.5  254.   ... 232.   213.   106.5 ]
 [205.5  217.75 230.   ... 130.5  107.5   53.75]
 [166.   186.   206.   ...  29.     2.     1.  ]
 ...
 [149.   121.75  94.5  ...  91.25  46.5   23.25]
 [207.   146.5   86.   ...  91.    46.    23.  ]
 [103.5   73.25  43.   ...  45.5   23.    11.5 ]]",1
48,"[[120.   240.   152.   ... 162.   203.   244.  ]
 [ 65.   130.    83.25 ...  81.5  106.5  131.5 ]
 [ 10.    20.    14.5  ...   1.    10.    19.  ]
 ...
 [ 81.5  163.   101.75 ... 123.5  148.   172.5 ]
 [115.5  231.   125.5  ... 135.   117.    99.  ]
 [ 57.75 115.5   62.75 ...  67.5   58.5   49.5 ]]",3
49,"[[108.   216.   160.5  ... 194.   188.5  183.  ]
 [103.   206.   138.5  ... 148.   162.25 176.5 ]
 [ 98.   196.   116.5  ... 102.   136.   170.  ]
 ...
 [ 65.5  131.   105.25 ... 120.5  119.5  118.5 ]
 [ 22.    44.    52.   ... 220.   134.5   49.  ]
 [ 11.    22.    26.   ... 110.    67.25  24.5 ]]",3
50,"[[159.   168.5  178.   ...  98.   116.    58.  ]
 [174.5  177.5  180.5  ... 138.   116.5   58.25]
 [190.   186.5  183.   ... 178.   117.    58.5 ]
 ...
 [173.5  129.5   85.5  ... 118.5   71.    35.5 ]
 [106.    80.    54.   ...  50.    10.     5.  ]
 [ 53.    40.    27.   ...  25.     5.     2.5 ]]",1
51,"[[ 60.5  121.    95.75 ...  15.    55.5   96.  ]
 [121.   242.   191.5  ...  30.   111.   192.  ]
 [120.   240.   197.   ...  88.5  114.   139.5 ]
 ...
 [ 12.    24.    73.   ...  75.    61.    47.  ]
 [ 64.5  129.   120.25 ... 129.5  133.25 137.  ]
 [117.   234.   167.5  ... 184.   205.5  227.  ]]",2
52,"[[ 38.    76.    65.75 ...  24.5   34.    43.5 ]
 [ 76.   152.   131.5  ...  49.    68.    87.  ]
 [ 86.5  173.   136.   ... 136.    93.5   51.  ]
 ...
 [ 72.5  145.   154.   ...  35.    59.    83.  ]
 [ 66.75 133.5  107.5  ... 133.   107.25  81.5 ]
 [ 61.   122.    61.   ... 231.   155.5   80.  ]]",2
53,"[[  6.75  13.5   60.75 ...   6.    47.5   89.  ]
 [ 13.5   27.   121.5  ...  12.    95.   178.  ]
 [ 36.25  72.5  110.25 ...  87.5  117.5  147.5 ]
 ...
 [ 56.   112.   112.5  ... 138.   179.   220.  ]
 [ 77.25 154.5  109.5  ... 149.   182.75 216.5 ]
 [ 98.5  197.   106.5  ... 160.   186.5  213.  ]]",2
54,"[[ 56.   140.   224.   ... 121.   138.    69.  ]
 [ 71.5  139.25 207.   ...  80.    83.    41.5 ]
 [ 87.   138.5  190.   ...  39.    28.    14.  ]
 ...
 [172.   145.25 118.5  ... 139.75  88.5   44.25]
 [249.   232.5  216.   ... 122.    36.    18.  ]
 [124.5  116.25 108.   ...  61.    18.     9.  ]]",1
55,"[[ 35.5   71.    53.25 ... 103.5  111.75 120.  ]
 [ 71.   142.   106.5  ... 207.   223.5  240.  ]
 [ 59.75 119.5   79.75 ... 128.5  138.25 148.  ]
 ...
 [123.   246.   171.   ... 195.   140.5   86.  ]
 [102.75 205.5  158.   ... 210.   169.75 129.5 ]
 [ 82.5  165.   145.   ... 225.   199.   173.  ]]",2
56,"[[ 55.5  111.   108.5  ...  28.    34.    40.  ]
 [111.   222.   217.   ...  56.    68.    80.  ]
 [ 98.25 196.5  208.25 ...  63.    91.   119.  ]
 ...
 [ 17.5   35.    19.   ... 174.   162.5  151.  ]
 [ 50.75 101.5   65.75 ... 211.5  197.   182.5 ]
 [ 84.   168.   112.5  ... 249.   231.5  214.  ]]",2
57,"[[129.    76.5   24.   ...  55.5   12.     6.  ]
 [149.   110.25  71.5  ...  99.   107.    53.5 ]
 [169.   144.   119.   ... 142.5  202.   101.  ]
 ...
 [201.   195.   189.   ... 146.   168.    84.  ]
 [253.   192.   131.   ... 246.   250.   125.  ]
 [126.5   96.    65.5  ... 123.   125.    62.5 ]]",1
58,"[[ 77.   160.   243.   ...  89.   115.    57.5 ]
 [112.   135.   158.   ... 130.75 108.    54.  ]
 [147.   110.    73.   ... 172.5  101.    50.5 ]
 ...
 [215.5  148.    80.5  ...  61.5   76.5   38.25]
 [179.   161.   143.   ...  72.   131.    65.5 ]
 [ 89.5   80.5   71.5  ...  36.    65.5   32.75]]",1
59,"[[ 79.5   82.75  86.   ...  51.25 100.5   50.25]
 [159.   165.5  172.   ... 102.5  201.   100.5 ]
 [103.5  131.   158.5  ... 111.   178.5   89.25]
 ...
 [205.   121.    37.   ... 158.   180.    90.  ]
 [196.5  114.75  33.   ... 148.25 205.5  102.75]
 [188.   108.5   29.   ... 138.5  231.   115.5 ]]",4
60,"[[ 58.5  117.    95.75 ...  36.5   48.    59.5 ]
 [117.   234.   191.5  ...  73.    96.   119.  ]
 [ 60.25 120.5  135.5  ...  94.5  132.75 171.  ]
 ...
 [ 82.   164.   132.   ... 134.   158.   182.  ]
 [103.5  207.   174.   ... 147.   173.   199.  ]
 [125.   250.   216.   ... 160.   188.   216.  ]]",2
61,"[[127.    97.25  67.5  ...  50.75  82.    41.  ]
 [254.   194.5  135.   ... 101.5  164.    82.  ]
 [195.5  164.75 134.   ...  75.25  84.    42.  ]
 ...
 [235.   134.    33.   ... 225.5  249.   124.5 ]
 [164.   106.    48.   ... 151.5  178.5   89.25]
 [ 93.    78.    63.   ...  77.5  108.    54.  ]]",4
62,"[[ 15.5   31.    69.75 ...  78.5   96.25 114.  ]
 [ 31.    62.   139.5  ... 157.   192.5  228.  ]
 [ 78.75 157.5  158.   ...  95.   128.75 162.5 ]
 ...
 [  0.5    1.    93.5  ... 184.   210.5  237.  ]
 [ 15.25  30.5   75.25 ... 121.5  140.5  159.5 ]
 [ 30.    60.    57.   ...  59.    70.5   82.  ]]",2
63,"[[167.   178.   189.   ...  79.5   68.    34.  ]
 [125.5  134.5  143.5  ... 121.75  86.    43.  ]
 [ 84.    91.    98.   ... 164.   104.    52.  ]
 ...
 [203.   173.5  144.   ... 195.25 243.5  121.75]
 [232.   221.   210.   ... 186.5  237.   118.5 ]
 [116.   110.5  105.   ...  93.25 118.5   59.25]]",1
64,"[[119.5   87.25  55.   ... 100.5   90.5   45.25]
 [239.   174.5  110.   ... 201.   181.    90.5 ]
 [138.5  137.75 137.   ... 181.75 205.5  102.75]
 ...
 [133.    91.    49.   ... 199.5  214.   107.  ]
 [157.   115.75  74.5  ... 178.25 161.    80.5 ]
 [181.   140.5  100.   ... 157.   108.    54.  ]]",4
65,"[[  1.    80.   159.   ... 154.5   91.    45.5 ]
 [ 84.   103.   122.   ... 184.25 155.    77.5 ]
 [167.   126.    85.   ... 214.   219.   109.5 ]
 ...
 [141.   121.5  102.   ... 110.5   90.5   45.25]
 [145.    75.5    6.   ... 179.5  139.    69.5 ]
 [ 72.5   37.75   3.   ...  89.75  69.5   34.75]]",1
66,"[[116.   232.   209.5  ... 175.   175.5  176.  ]
 [ 91.5  183.   173.5  ... 145.   169.5  194.  ]
 [ 67.   134.   137.5  ... 115.   163.5  212.  ]
 ...
 [ 20.25  40.5  122.5  ... 110.    69.5   29.  ]
 [ 17.5   35.    98.5  ...  15.    11.     7.  ]
 [  8.75  17.5   49.25 ...   7.5    5.5    3.5 ]]",3
67,"[[168.   104.    40.   ... 104.    47.    23.5 ]
 [129.    89.25  49.5  ... 102.5   25.5   12.75]
 [ 90.    74.5   59.   ... 101.     4.     2.  ]
 ...
 [228.   168.25 108.5  ... 134.5  100.5   50.25]
 [239.   227.5  216.   ... 147.5  123.    61.5 ]
 [119.5  113.75 108.   ...  73.75  61.5   30.75]]",1
68,"[[ 85.    55.5   26.   ... 182.5  117.    58.5 ]
 [106.   119.75 133.5  ... 170.5   91.    45.5 ]
 [127.   184.   241.   ... 158.5   65.    32.5 ]
 ...
 [171.5  135.5   99.5  ... 129.75 172.    86.  ]
 [226.   177.5  129.   ...  96.   109.    54.5 ]
 [113.    88.75  64.5  ...  48.    54.5   27.25]]",1
69,"[[ 23.25  46.5   57.75 ...  31.    60.    89.  ]
 [ 46.5   93.   115.5  ...  62.   120.   178.  ]
 [ 30.    60.   104.25 ... 154.5  157.75 161.  ]
 ...
 [ 13.5   27.   112.   ...  45.    27.     9.  ]
 [ 59.   118.   139.5  ...  23.    48.75  74.5 ]
 [104.5  209.   167.   ...   1.    70.5  140.  ]]",2
70,"[[ 49.5   85.75 122.   ...  66.75 121.5   60.75]
 [ 99.   171.5  244.   ... 133.5  243.   121.5 ]
 [102.   173.75 245.5  ... 110.   160.5   80.25]
 ...
 [121.   151.   181.   ... 153.5  183.    91.5 ]
 [ 83.5  102.25 121.   ... 175.25 164.    82.  ]
 [ 46.    53.5   61.   ... 197.   145.    72.5 ]]",4
71,"[[ 61.    35.75  10.5  ...  32.    25.    12.5 ]
 [122.    71.5   21.   ...  64.    50.    25.  ]
 [147.    85.5   24.   ...  81.75 120.    60.  ]
 ...
 [224.   173.5  123.   ... 241.   240.   120.  ]
 [232.   186.75 141.5  ... 177.25 173.    86.5 ]
 [240.   200.   160.   ... 113.5  106.    53.  ]]",4
72,"[[  6.    12.    41.   ...  91.   128.5  166.  ]
 [ 65.5  131.   122.   ... 106.   120.25 134.5 ]
 [125.   250.   203.   ... 121.   112.   103.  ]
 ...
 [ 83.75 167.5  110.75 ... 136.5  150.75 165.  ]
 [102.5  205.   114.   ...  26.    99.5  173.  ]
 [ 51.25 102.5   57.   ...  13.    49.75  86.5 ]]",3
73,"[[105.5  101.5   97.5  ... 102.   106.    53.  ]
 [211.   203.   195.   ... 204.   212.   106.  ]
 [185.5  180.75 176.   ... 148.   156.    78.  ]
 ...
 [ 19.    77.5  136.   ...  88.5    1.     0.5 ]
 [ 39.    56.25  73.5  ...  87.5   10.     5.  ]
 [ 59.    35.    11.   ...  86.5   19.     9.5 ]]",4
